0,1,2,3,4,5,6,length
0.59375,4.90625,1.3515625,2.921875,0.64453125,0.40234375,1.0078125,33
-2.75,1.1796875,-2.796875,-1.2421875,-4.1875,-3.703125,-2.546875,234
1.3671875,4.53125,1.5859375,1.9765625,0.1875,0.271484375,0.67578125,134
1.0859375,6.0,0.1875,2.015625,0.14453125,1.671875,1.4140625,34
0.98828125,4.90625,0.4921875,2.65625,1.2890625,1.140625,1.78125,149
0.78515625,5.28125,1.953125,3.21875,0.51171875,2.578125,2.6875,329
1.1953125,5.375,0.5,2.46875,-0.275390625,0.041259765625,0.78125,135
1.484375,4.875,1.671875,2.796875,0.6484375,1.875,0.61328125,434
-1.125,1.75,-1.5546875,0.59765625,-1.875,-1.0234375,-0.7578125,82
1.3203125,5.53125,1.734375,2.625,0.412109375,1.109375,1.09375,44
-1.953125,2.484375,-2.515625,-0.1611328125,-2.421875,-1.828125,-2.234375,41
-3.984375,-0.404296875,-3.734375,-1.53125,-4.375,-3.53125,-3.390625,302
-2.6875,3.28125,-2.625,-0.44140625,-3.078125,-3.34375,-1.2890625,22
0.9453125,4.34375,-1.4765625,1.59375,-0.5390625,-0.5390625,-0.11669921875,35
4.0625,6.125,1.3984375,2.953125,2.859375,2.265625,2.0,83
3.21875,6.375,2.75,4.875,1.671875,2.109375,2.578125,53
0.0016937255859375,3.984375,0.007110595703125,1.34375,-0.1640625,0.07763671875,1.484375,293
-2.265625,0.96484375,-2.421875,-0.99609375,-3.046875,-2.765625,-1.890625,94
2.15625,4.78125,0.5703125,3.046875,-0.3671875,0.3203125,0.86328125,80
-0.259765625,4.1875,-0.56640625,2.84375,0.60546875,1.1484375,1.1640625,29
-1.484375,2.234375,-1.9140625,1.5078125,-2.328125,-1.109375,-1.1171875,186
3.5,3.40625,4.125,2.625,1.9765625,0.921875,1.6640625,138
1.4609375,4.25,1.1171875,2.734375,0.201171875,0.12060546875,0.490234375,232
1.296875,4.90625,0.87109375,3.140625,0.10546875,1.6875,0.70703125,26
3.15625,5.625,1.328125,3.234375,2.03125,2.375,2.59375,60
-0.15234375,3.4375,-0.1689453125,1.6953125,-0.6640625,-0.359375,0.0299072265625,52
-1.5390625,3.4375,-2.328125,-0.23046875,-1.671875,-2.3125,-1.6171875,102
1.8828125,5.53125,0.98828125,3.671875,0.37890625,1.578125,1.109375,73
-0.859375,3.453125,-0.33984375,0.78125,-1.5,-0.7734375,0.318359375,216
3.109375,8.0,1.8828125,4.34375,2.34375,2.546875,2.53125,89
3.546875,5.78125,2.4375,3.734375,0.9140625,1.671875,2.21875,93
-0.4609375,3.390625,0.02783203125,1.4765625,-0.275390625,-0.30078125,-0.2294921875,150
0.1328125,3.859375,-0.412109375,1.515625,-1.15625,-1.96875,-1.1171875,96
0.37109375,4.625,-0.59765625,1.6953125,-1.7109375,1.390625,-1.078125,94
-3.984375,0.71484375,-3.4375,-2.90625,-3.515625,-4.34375,-3.328125,57
-1.6015625,2.84375,-2.5625,1.1953125,-1.7421875,-1.203125,-2.375,205
-2.609375,2.515625,-1.46875,-0.359375,-2.734375,-2.171875,-2.28125,15
1.578125,6.0,1.7109375,3.453125,1.3203125,2.578125,1.9453125,17
2.578125,5.8125,2.625,4.15625,2.109375,2.390625,1.5390625,57
-2.125,2.78125,-2.953125,-0.87109375,-3.578125,-2.578125,-2.15625,182
0.87890625,3.78125,1.03125,2.21875,-1.1640625,-2.421875,0.8046875,43
2.296875,5.1875,0.640625,2.359375,-0.40625,1.140625,1.1171875,214
-0.18359375,4.65625,0.7109375,1.984375,-0.2470703125,-0.578125,-1.2265625,353
-1.7578125,2.96875,0.384765625,0.71484375,-1.5078125,-2.75,-2.40625,108
2.15625,5.5625,1.4765625,3.234375,1.4453125,2.46875,2.25,71
0.75,3.6875,-1.4609375,1.4375,-1.2734375,-0.8828125,-0.7109375,420
-3.46875,2.15625,-2.609375,-0.41015625,-2.65625,-3.546875,-2.984375,449
1.2734375,4.9375,0.3515625,2.171875,-0.455078125,0.00836181640625,0.25390625,31
-0.8125,3.421875,-0.59375,0.73046875,-0.6328125,0.328125,-1.0234375,13
1.875,5.46875,2.46875,4.125,2.03125,2.765625,2.484375,42
0.67578125,5.46875,-1.015625,3.578125,0.0167236328125,-0.2021484375,0.546875,43
2.5625,5.84375,1.8515625,3.609375,0.5234375,2.515625,2.078125,102
-1.2890625,3.421875,-0.51171875,1.171875,-1.5703125,-1.1171875,-0.1904296875,66
0.1552734375,3.171875,-2.9375,1.0390625,-1.828125,-1.2265625,0.28515625,30
-1.5703125,1.625,-3.40625,-0.142578125,-3.546875,-3.03125,-1.859375,34
1.1796875,3.484375,-0.5,1.0,-1.2265625,-0.369140625,-0.1533203125,224
3.109375,7.34375,3.21875,4.53125,2.390625,2.84375,1.859375,50
-2.625,1.1640625,-3.21875,-0.93359375,-2.921875,-3.328125,-2.59375,77
-0.361328125,1.28125,-1.09375,0.62890625,-1.3203125,-1.7890625,-1.1953125,53
1.7421875,5.15625,-0.2177734375,2.5625,0.4921875,0.92578125,0.84375,171
0.47265625,5.5625,-0.34375,2.25,-0.384765625,0.0751953125,1.109375,60
-1.2734375,4.90625,-0.25390625,-0.609375,-2.171875,-1.8203125,-1.5,105
0.78515625,5.09375,1.109375,2.15625,0.08642578125,0.59375,1.2265625,119
-0.51953125,4.96875,0.4375,1.5078125,-0.87890625,0.490234375,0.390625,60
0.8203125,5.1875,1.1796875,2.390625,-0.06982421875,1.265625,1.0625,55
0.51171875,4.03125,-0.1142578125,2.265625,-0.66796875,0.66796875,1.0234375,149
1.5703125,5.09375,1.953125,1.75,0.4140625,1.1640625,0.88671875,119
-1.4296875,2.859375,-0.42578125,0.46875,-2.28125,-1.0625,-0.984375,89
-3.9375,2.03125,-1.75,-0.455078125,-2.875,-2.5,-2.890625,112
-0.95703125,4.53125,1.265625,2.671875,0.365234375,0.427734375,1.8515625,58
0.59375,5.15625,-1.53125,3.375,-0.314453125,-1.0546875,-0.06591796875,259
1.421875,6.96875,2.59375,4.34375,1.84375,2.421875,2.046875,17
-3.875,0.7890625,-2.71875,-0.9140625,-3.640625,-3.53125,-3.390625,167
1.5234375,5.875,1.03125,3.015625,0.93359375,2.21875,1.59375,153
-1.2890625,1.609375,-3.25,0.55859375,-2.453125,-1.2421875,-1.734375,275
-3.078125,0.03125,-3.0625,-1.53125,-4.1875,-2.921875,-3.234375,194
0.63671875,4.3125,-1.40625,1.6640625,-1.9140625,-0.419921875,-0.79296875,204
-0.0045166015625,3.921875,0.27734375,1.7265625,0.515625,-0.62109375,-0.0849609375,343
-2.859375,0.9765625,-4.4375,-1.0390625,-4.53125,-3.9375,-3.1875,190
-1.125,2.0625,-0.98828125,0.27734375,-3.15625,-1.484375,-1.65625,79
-1.359375,2.25,-2.34375,0.326171875,-2.140625,-1.6640625,-1.5703125,191
-2.21875,2.828125,-2.375,-0.37890625,-2.96875,-2.6875,-0.79296875,198
0.6015625,3.875,0.51171875,1.53125,-0.3984375,-0.052978515625,0.333984375,141
3.359375,5.875,1.515625,3.015625,1.2890625,1.59375,1.9609375,63
-3.484375,1.9140625,-3.609375,-2.328125,-3.109375,-4.78125,-3.140625,88
-1.25,1.9921875,-0.734375,-0.5859375,-1.7578125,-1.359375,-1.46875,150
0.2314453125,4.53125,0.51953125,1.5859375,0.796875,0.30859375,0.66015625,82
-3.34375,0.97265625,-3.515625,-1.3125,-3.40625,-2.671875,-3.484375,514
1.015625,4.78125,1.296875,2.421875,-0.0140380859375,1.765625,1.0703125,182
-3.390625,1.0078125,-4.1875,-1.4609375,-3.53125,-3.703125,-2.75,147
-2.421875,1.328125,-2.125,-1.1171875,-2.96875,-4.21875,-2.75,309
-2.53125,1.71875,-2.015625,-0.5,-2.515625,-1.6015625,-2.671875,482
0.0238037109375,3.96875,0.34375,2.09375,0.3515625,-0.2353515625,0.3125,170
0.9140625,5.25,-0.0223388671875,3.5,0.005828857421875,0.43359375,1.5625,58
-1.2421875,3.890625,-0.82421875,2.28125,-0.9453125,-0.310546875,-0.6875,203
1.3203125,4.6875,1.796875,2.9375,0.640625,1.0859375,1.4609375,59
1.96875,4.625,0.68359375,2.5,-0.03125,0.8671875,1.3046875,29
-1.1484375,2.859375,-1.59375,0.7578125,-1.6328125,-1.375,-0.09912109375,307
0.546875,3.0625,0.478515625,1.09375,-1.609375,-0.02587890625,-0.06298828125,66
-2.578125,3.25,-3.40625,0.314453125,-2.8125,-3.765625,-3.203125,164
-2.53125,1.7890625,-1.6484375,-0.875,-3.03125,-3.375,-2.234375,346
0.051025390625,2.90625,-1.578125,3.328125,-0.90625,-0.54296875,0.1962890625,1041
-0.2490234375,4.34375,1.21875,2.4375,-0.028076171875,1.6875,1.6015625,92
-2.953125,1.265625,-1.3203125,-0.1748046875,-2.546875,-1.9765625,-3.28125,337
1.5234375,4.625,1.015625,2.6875,-0.125,0.9453125,1.5390625,42
-2.109375,0.65234375,-4.375,-1.25,-3.578125,-4.4375,-3.828125,188
-1.0859375,6.1875,-1.1875,2.109375,-0.140625,1.328125,0.9375,125
2.609375,6.8125,3.546875,4.125,2.34375,3.984375,2.390625,35
-0.140625,4.21875,-0.01312255859375,1.9140625,-0.66015625,0.56640625,-0.11376953125,544
1.4609375,6.03125,0.7890625,3.1875,0.890625,2.84375,2.078125,51
-2.0625,2.203125,-2.015625,0.22265625,-1.3046875,-1.625,-0.609375,70
-3.125,1.4921875,-3.75,-4.09375,-3.546875,-3.875,-3.84375,92
-0.7734375,2.53125,-2.515625,-0.9375,-3.296875,-0.3515625,-0.95703125,209
-2.53125,3.21875,-1.6015625,1.0625,-1.921875,-0.39453125,-1.4375,90
2.640625,7.0625,3.46875,4.3125,2.4375,2.6875,2.421875,89
-1.65625,3.328125,-2.03125,-0.73828125,-2.625,-1.140625,-1.125,119
2.015625,7.40625,1.8828125,3.3125,1.203125,1.765625,1.4453125,54
1.40625,4.75,-0.1826171875,2.921875,0.98046875,0.85546875,1.578125,211
-1.5625,2.796875,-1.21875,0.6484375,-2.25,-1.625,-1.953125,167
-0.1826171875,5.625,-0.349609375,1.953125,-0.201171875,0.8515625,1.609375,38
-1.2734375,3.078125,-0.70703125,0.22265625,-2.09375,-0.859375,-2.359375,176
0.052490234375,1.5859375,-0.35546875,0.5625,-1.59375,-0.9140625,-0.8125,498
0.2890625,4.28125,-0.98046875,2.15625,-0.6484375,0.220703125,0.5625,65
0.58203125,4.03125,0.345703125,1.3203125,-1.171875,0.92578125,0.2197265625,172
-3.84375,0.2578125,-2.875,-1.0859375,-3.234375,-4.375,-4.46875,683
1.1875,4.875,1.03125,2.40625,-0.039306640625,0.5546875,0.9296875,92
-4.3125,0.1591796875,-4.90625,-2.078125,-5.125,-4.15625,-3.109375,393
-0.671875,3.140625,0.1650390625,0.306640625,-0.53515625,-1.2578125,0.1875,210
-1.6796875,1.796875,-2.578125,0.1259765625,-2.109375,-2.53125,-2.28125,350
-1.7265625,2.625,-1.953125,-1.1015625,-2.0,-1.3984375,-1.21875,112
0.875,4.8125,1.296875,2.578125,0.48828125,1.9375,2.375,68
1.9140625,5.0625,1.25,3.078125,1.296875,1.4609375,1.0859375,47
2.296875,5.09375,-0.1357421875,3.0625,-0.8984375,1.328125,0.90234375,112
1.1015625,4.5,1.40625,3.375,0.6171875,1.6015625,1.3046875,48
0.1455078125,5.25,1.7578125,1.9453125,1.3515625,1.7109375,1.3125,42
1.9296875,4.78125,0.318359375,2.671875,0.9609375,1.0625,0.78125,97
-1.234375,2.3125,-0.94140625,-0.828125,-2.734375,-2.265625,-1.5078125,52
2.109375,5.71875,1.8671875,3.21875,1.0859375,1.9140625,2.234375,116
-1.53125,3.328125,0.142578125,0.1728515625,-0.66796875,0.248046875,-0.59765625,289
1.4453125,6.09375,1.8359375,2.78125,0.80859375,2.09375,0.89453125,70
2.546875,6.78125,1.90625,4.28125,0.9765625,2.5625,2.8125,238
1.2109375,4.375,0.70703125,1.8203125,0.25,0.984375,1.53125,161
1.4375,3.203125,1.2734375,1.75,-0.439453125,0.6484375,0.33203125,83
-1.0703125,3.90625,-0.29296875,2.4375,-0.7265625,-0.30859375,-0.1171875,101
4.03125,5.9375,2.46875,3.8125,2.921875,2.1875,1.71875,53
-2.46875,2.3125,-1.9375,-0.11376953125,-2.859375,-2.375,-2.75,89
1.5234375,5.59375,0.71484375,3.375,0.5859375,0.8515625,0.94140625,67
-4.1875,-0.16796875,-5.125,-2.875,-4.9375,-5.5,-3.890625,184
-2.078125,2.3125,-1.1328125,-0.8828125,-1.84375,-0.98828125,-2.296875,285
3.046875,5.53125,0.91796875,3.078125,-0.012451171875,1.640625,2.296875,221
-1.125,2.375,-3.515625,-0.625,-2.09375,-4.9375,-1.5390625,187
1.453125,5.65625,2.875,2.96875,1.4375,1.8828125,1.9140625,134
-2.5,3.140625,-3.609375,0.427734375,-1.59375,-3.5625,-1.515625,64
0.2421875,4.21875,-0.1318359375,2.921875,-0.00311279296875,0.3671875,0.61328125,55
-2.9375,1.2734375,-3.765625,0.287109375,-3.6875,-4.125,-2.421875,286
-0.90625,2.5,-1.34375,0.81640625,-2.9375,-1.3125,-1.4765625,317
1.96875,4.46875,1.2421875,2.828125,0.33203125,0.76953125,0.8828125,146
-1.7265625,3.109375,-1.078125,-0.71484375,-1.5703125,0.48046875,-0.88671875,113
1.734375,4.90625,1.6484375,2.34375,0.451171875,1.6875,0.96484375,84
0.291015625,4.625,-0.07177734375,1.7890625,1.234375,0.31640625,1.2734375,193
1.4296875,5.625,0.6640625,1.7265625,0.7109375,0.3984375,0.7890625,20
0.8046875,3.703125,1.046875,2.34375,-0.60546875,1.40625,0.92578125,321
0.63671875,3.84375,5.375,2.0625,0.53515625,-3.109375,-0.88671875,24
-3.109375,0.0146484375,-4.375,-1.8359375,-3.125,-3.296875,-2.671875,324
0.404296875,3.59375,-1.8203125,-0.1279296875,-2.546875,-1.171875,-1.21875,125
-0.58203125,2.390625,-1.0,1.1953125,-1.34375,-1.4375,-0.068359375,313
-2.328125,-0.91015625,-3.3125,-2.25,-3.46875,-3.8125,-2.625,99
0.07470703125,4.65625,-0.73828125,1.890625,-0.59765625,-0.30859375,-0.2890625,143
1.8125,5.5625,0.76171875,2.34375,0.9375,2.34375,1.6328125,46
-2.90625,1.2109375,-0.82421875,0.466796875,2.15625,1.90625,0.0791015625,633
-1.484375,2.8125,-2.8125,0.37109375,-3.8125,-2.890625,-1.1796875,532
-0.1640625,4.5,-3.671875,-0.74609375,-2.78125,-0.51953125,-0.796875,24
0.6640625,3.765625,-0.85546875,0.80859375,-0.79296875,-1.3046875,0.00750732421875,88
-3.53125,0.38671875,-2.609375,-0.365234375,-5.15625,-2.875,-2.5625,102
0.1318359375,2.796875,-1.2265625,1.3203125,-1.7265625,-1.6171875,-0.3203125,153
3.703125,7.53125,2.859375,4.625,3.640625,3.109375,3.640625,55
-2.515625,0.4296875,-4.84375,-2.078125,-3.96875,-3.78125,-2.71875,81
-3.046875,2.03125,-3.109375,0.2158203125,-3.328125,-2.078125,-1.890625,240
-1.6953125,2.421875,-1.7890625,-0.1318359375,-3.390625,-2.484375,-2.25,493
1.0234375,4.84375,0.36328125,0.2158203125,-0.1708984375,2.375,-0.01495361328125,50
0.384765625,5.25,-0.466796875,2.3125,-0.392578125,0.076171875,0.515625,67
1.6953125,4.6875,-0.31640625,1.2734375,-0.73828125,-0.23046875,0.037109375,56
0.6640625,4.34375,1.0078125,2.59375,-0.103515625,0.80859375,0.494140625,33
-0.94140625,3.46875,-0.66015625,0.478515625,-1.1171875,-0.310546875,-1.3359375,231
-2.609375,2.375,-3.03125,-1.984375,-2.765625,-3.625,-2.875,156
-0.34375,4.03125,0.388671875,1.7265625,-1.6015625,-0.78515625,-0.2138671875,117
2.265625,6.5625,1.515625,2.640625,1.2890625,1.90625,2.890625,279
2.96875,7.3125,0.6171875,2.84375,0.78515625,2.0625,1.5,76
3.578125,7.03125,3.625,4.4375,2.96875,3.40625,2.84375,20
0.7734375,4.625,-0.67578125,2.203125,-0.171875,0.796875,0.90234375,78
-0.41796875,3.90625,0.228515625,0.23828125,-2.453125,-0.322265625,-0.71875,134
-3.765625,1.6015625,-3.421875,0.04443359375,-4.0625,-2.28125,-3.640625,668
0.396484375,4.9375,0.09423828125,3.328125,-2.796875,0.1884765625,-1.140625,45
-3.0625,2.421875,-2.0,-0.318359375,-2.765625,-3.640625,-0.8828125,115
3.296875,5.5,2.234375,2.703125,1.234375,1.9765625,1.6015625,83
1.6171875,4.78125,-0.294921875,1.8515625,0.392578125,1.6796875,0.138671875,104
-0.27734375,2.890625,-1.578125,0.1962890625,-2.21875,-1.1328125,-1.4453125,145
-3.609375,0.9140625,-3.4375,-1.7734375,-2.875,-3.015625,-3.40625,459
-1.78125,2.1875,-2.453125,0.0634765625,-2.5,-1.9609375,-1.5625,69
0.0498046875,2.953125,1.1796875,3.1875,-0.013427734375,-0.5,-1.21875,148
-0.5078125,3.765625,-0.89453125,0.83984375,-0.82421875,-1.4296875,-0.1611328125,129
1.4375,6.28125,1.6875,2.6875,1.2265625,1.2109375,2.109375,51
-1.25,4.5625,-1.4765625,1.28125,-0.009521484375,-1.40625,0.15234375,40
0.294921875,3.671875,-0.025146484375,0.65625,-0.045166015625,-1.09375,-1.2109375,156
-3.4375,0.91015625,-3.453125,-1.671875,-4.0625,-4.4375,-3.5625,373
2.796875,7.625,2.96875,4.25,2.421875,2.359375,2.875,51
1.3515625,6.4375,-0.220703125,2.890625,1.4765625,2.453125,2.59375,45
-0.6640625,3.0625,-2.390625,0.87890625,-2.59375,-2.828125,-1.5234375,95
-2.03125,1.375,-2.125,0.1064453125,-2.0,-0.85546875,-2.296875,382
1.7578125,5.78125,2.71875,3.640625,1.328125,3.140625,1.9453125,97
-2.40625,2.953125,-1.5078125,1.4296875,-1.5703125,0.0615234375,-2.265625,146
-1.015625,1.28125,-0.828125,0.345703125,-1.7578125,-3.5625,-1.5859375,93
1.9375,4.90625,2.46875,3.734375,2.078125,0.1552734375,1.765625,72
1.0546875,3.796875,0.7734375,3.078125,0.28515625,0.54296875,0.87890625,150
-1.4140625,1.0390625,-1.390625,-1.1875,-2.546875,-1.7265625,-2.0625,107
0.90625,3.59375,0.328125,2.640625,-0.376953125,0.337890625,1.125,237
3.1875,6.28125,3.53125,4.78125,2.5,2.609375,2.375,62
-2.734375,2.28125,-2.265625,0.435546875,-3.1875,-2.859375,-1.171875,275
1.5078125,4.6875,2.25,2.296875,1.6796875,1.046875,2.21875,98
-0.1953125,2.21875,-1.796875,0.55078125,-2.15625,-0.578125,-1.09375,336
1.4921875,5.0,0.78515625,2.78125,0.62109375,1.2890625,0.1689453125,150
2.375,5.84375,1.578125,3.890625,1.3515625,1.4296875,1.890625,244
2.296875,4.625,2.984375,2.6875,0.427734375,1.4765625,1.34375,181
-1.015625,2.046875,-1.0703125,0.67578125,-1.953125,-0.38671875,-1.234375,308
1.546875,7.15625,1.4140625,4.75,0.984375,2.078125,1.375,52
-0.69140625,2.625,-0.515625,0.412109375,-1.421875,-2.078125,-0.7109375,160
-0.1748046875,3.34375,-0.90625,1.5,-0.6796875,-1.4453125,-1.3828125,47
-0.2255859375,3.4375,0.2197265625,1.21875,0.375,0.65234375,-0.40625,268
1.796875,5.75,0.828125,3.421875,-0.287109375,0.60546875,1.515625,8
-0.162109375,2.46875,-1.8046875,0.173828125,-2.390625,-1.65625,-1.140625,70
-0.5546875,4.46875,-1.078125,2.5625,-0.384765625,0.453125,-0.5546875,51
-0.89453125,2.078125,-1.1171875,0.46875,-2.5,-0.97265625,-1.3359375,240
-5.5625,-0.921875,-5.34375,-3.109375,-5.0,-5.46875,-4.75,173
-2.609375,1.7421875,-2.84375,-2.046875,-4.53125,-2.65625,-3.25,316
1.6484375,5.6875,1.171875,3.125,0.828125,2.34375,1.578125,86
2.078125,6.65625,3.875,4.0625,2.578125,2.734375,2.28125,42
-1.859375,2.546875,-1.5546875,-0.345703125,-2.453125,-1.515625,-0.68359375,178
2.609375,5.90625,2.875,2.171875,2.328125,2.53125,2.046875,97
1.5546875,5.21875,1.203125,3.171875,0.1630859375,1.75,1.6015625,65
-5.84375,-0.384765625,-4.34375,-2.453125,-3.84375,-4.15625,-4.375,83
1.3828125,5.40625,0.73046875,2.875,0.4921875,2.609375,1.90625,219
-0.9765625,2.03125,-2.890625,0.31640625,-2.3125,-1.2421875,-1.1796875,196
-0.8203125,3.171875,-1.8671875,0.1533203125,-0.07421875,-1.140625,-0.138671875,89
0.1513671875,2.6875,-1.515625,1.1953125,-1.296875,-0.6875,-0.875,60
2.5,4.125,1.46875,3.21875,-0.2138671875,0.57421875,1.0625,170
1.734375,4.75,0.1474609375,1.5625,0.59375,2.296875,0.251953125,362
-2.953125,3.140625,-1.4453125,0.2294921875,-2.390625,-1.9453125,-1.1484375,41
-4.28125,0.6171875,-4.53125,-2.34375,-4.40625,-4.125,-3.703125,389
0.9609375,4.84375,0.828125,2.5,-0.11279296875,0.4921875,1.2421875,71
0.018310546875,2.375,-2.171875,0.43359375,-0.8359375,-0.88671875,-0.828125,250
0.328125,2.515625,-1.9453125,-0.15625,0.287109375,-0.69921875,1.8671875,1087
-0.4375,2.4375,-1.609375,0.5234375,-2.734375,-1.0390625,-1.15625,274
2.78125,6.15625,2.1875,3.578125,3.03125,2.953125,1.8828125,47
1.3046875,4.6875,-0.39453125,2.328125,-0.466796875,0.78515625,0.90625,56
1.7890625,4.90625,0.21484375,2.796875,-0.50390625,1.734375,2.21875,33
-0.859375,1.5703125,-1.8828125,1.046875,-1.8359375,-0.859375,-1.03125,249
1.71875,6.46875,1.0625,2.828125,0.94140625,1.765625,1.8671875,25
0.38671875,2.796875,-1.0234375,0.6953125,-1.1953125,0.875,-0.359375,253
-2.09375,1.7421875,-3.46875,-0.482421875,-3.453125,-3.5,-2.078125,47
1.703125,4.875,1.0703125,2.734375,0.36328125,1.765625,2.421875,39
-0.87890625,0.92578125,-2.453125,0.99609375,-0.9453125,-1.3125,-1.921875,218
-3.6875,2.328125,-4.46875,-2.90625,-3.609375,-4.25,-2.625,19
-0.6875,2.015625,-1.8671875,0.35546875,-1.4765625,-2.0625,-1.8046875,23
1.546875,5.46875,2.84375,2.8125,0.73828125,-0.81640625,0.10595703125,107
1.8125,4.96875,1.8359375,3.203125,0.365234375,0.953125,1.1875,64
0.228515625,4.46875,0.9296875,2.015625,-0.68359375,0.80078125,0.57421875,102
1.015625,4.53125,1.1875,1.765625,0.46875,1.109375,1.890625,149
1.8359375,5.6875,1.0078125,2.765625,0.80859375,1.34375,0.7890625,96
-3.78125,0.28125,-3.953125,-3.03125,-4.40625,-4.59375,-4.40625,309
1.078125,5.78125,1.265625,2.25,0.119140625,1.53125,0.279296875,4
0.625,4.1875,0.81640625,2.046875,0.212890625,1.53125,0.1796875,192
-2.09375,2.328125,-2.203125,0.1396484375,-2.65625,-2.890625,-2.328125,748
1.1484375,4.96875,5.78125,2.75,2.09375,0.58203125,0.494140625,159
1.3515625,5.46875,0.5703125,3.25,-0.419921875,0.5703125,0.6328125,59
0.44140625,3.90625,-0.185546875,2.734375,-0.6640625,-0.62109375,-0.12451171875,167
